Order_ID,Customer_ID,Date,Age,Gender,City,Product_Category,Quantity,Payment_Method,Device_Type,Session_Duration_Minutes,Pages_Viewed,Is_Returning_Customer,Delivery_Time_Days,Customer_Rating,Unit_Price,Discount_Amount,Total_Amount
ORD_001489-2,CUST_01489,1/4/2024,18,Male,Dallas,Sports,5,Credit Card,Desktop,20,14,TRUE,4,5,6.39,6.33,25.6
ORD_001489-3,CUST_01489,1/9/2024,18,Male,Dallas,Books,5,Buy Now Pay Later,Desktop,14,10,TRUE,3,5,1.49,0,7.45
ORD_001490-1,CUST_01490,5/8/2023,50,Female,New York,Books,5,Credit Card,Mobile,16,7,TRUE,6,1,0.8,0.46,3.53
ORD_001490-2,CUST_01490,2/4/2024,50,Female,New York,Home & Garden,3,Digital Wallet,Mobile,17,9,TRUE,3,5,10.81,5.78,26.65
ORD_001491-1,CUST_01491,3/24/2023,28,Female,Philadelphia,Beauty,5,Credit Card,Tablet,19,7,FALSE,8,4,4.88,0,24.41
ORD_001491-2,CUST_01491,8/8/2023,28,Female,Philadelphia,Food,4,Credit Card,Mobile,17,11,TRUE,6,4,3.56,0,14.23
ORD_001491-3,CUST_01491,11/12/2023,28,Female,Philadelphia,Food,1,Debit Card,Mobile,13,4,TRUE,8,5,5.54,0,5.54
ORD_001491-4,CUST_01491,3/6/2024,28,Female,Philadelphia,Beauty,2,Digital Wallet,Desktop,15,7,TRUE,9,5,2.07,0,4.14
ORD_001492-1,CUST_01492,3/16/2024,65,Male,New York,Sports,1,Credit Card,Mobile,14,8,TRUE,4,4,10.48,0.58,9.9
ORD_001493-1,CUST_01493,1/6/2023,28,Female,Los Angeles,Toys,1,Credit Card,Desktop,8,11,TRUE,4,5,1.58,0,1.58
ORD_001493-2,CUST_01493,2/7/2023,28,Female,Los Angeles,Toys,2,Debit Card,Mobile,17,11,TRUE,5,3,3.78,0.38,7.17
ORD_001493-3,CUST_01493,3/13/2023,28,Female,Los Angeles,Food,2,ACH Transfer,Desktop,18,13,TRUE,7,5,1.01,0.13,1.89
ORD_001493-4,CUST_01493,5/15/2023,28,Female,Los Angeles,Toys,5,Credit Card,Desktop,15,8,TRUE,9,5,4.98,0,24.9
ORD_001493-5,CUST_01493,12/20/2023,28,Female,Los Angeles,Home & Garden,5,Credit Card,Mobile,16,9,TRUE,5,4,4.91,2.94,21.62
ORD_001493-6,CUST_01493,2/24/2024,28,Female,Los Angeles,Home & Garden,3,Credit Card,Tablet,10,6,TRUE,5,4,37.27,10.01,101.8
ORD_001494-1,CUST_01494,5/14/2023,37,Male,New York,Toys,3,ACH Transfer,Mobile,14,10,TRUE,5,5,5.06,0,15.18
ORD_001494-2,CUST_01494,6/25/2023,37,Male,New York,Sports,4,Debit Card,Desktop,18,11,TRUE,7,4,17.01,5.4,62.66
ORD_001494-3,CUST_01494,7/19/2023,37,Male,New York,Beauty,3,Credit Card,Tablet,14,11,TRUE,4,4,6.63,1.84,18.05
ORD_001494-4,CUST_01494,9/5/2023,37,Male,New York,Beauty,1,Credit Card,Mobile,19,9,TRUE,3,5,5.55,1.04,4.51
ORD_001495-1,CUST_01495,5/6/2023,53,Male,Los Angeles,Toys,3,Credit Card,Tablet,13,7,TRUE,9,1,4.71,2.88,11.24
ORD_001495-2,CUST_01495,10/22/2023,53,Male,Los Angeles,Food,4,Digital Wallet,Desktop,14,10,TRUE,6,3,6.6,2.46,23.95
ORD_001495-3,CUST_01495,12/10/2023,53,Male,Los Angeles,Beauty,5,Debit Card,Mobile,11,9,TRUE,5,5,3.89,0,19.47
ORD_001496-1,CUST_01496,2/1/2023,59,Male,New York,Beauty,5,Credit Card,Mobile,14,5,TRUE,6,5,1.31,0,6.57
ORD_001496-2,CUST_01496,2/16/2023,59,Male,New York,Beauty,4,Credit Card,Mobile,12,5,TRUE,10,5,5.85,0,23.4
ORD_001497-1,CUST_01497,9/16/2023,59,Male,Los Angeles,Fashion,2,ACH Transfer,Desktop,17,10,FALSE,11,3,3.84,1.16,6.52
ORD_001498-1,CUST_01498,7/29/2023,49,Female,Chicago,Electronics,3,Debit Card,Mobile,14,6,TRUE,6,4,104.51,0,313.52
ORD_001498-2,CUST_01498,2/23/2024,49,Female,Chicago,Electronics,5,Debit Card,Mobile,18,13,TRUE,5,5,90.29,50.87,400.56
ORD_001499-1,CUST_01499,4/26/2023,47,Male,Los Angeles,Beauty,1,Digital Wallet,Desktop,14,6,TRUE,10,2,5.17,0.72,4.45
ORD_001500-1,CUST_01500,1/12/2023,42,Male,Phoenix,Toys,3,Debit Card,Mobile,13,8,TRUE,6,5,4.83,0,14.49
ORD_001500-2,CUST_01500,2/13/2023,42,Male,Phoenix,Fashion,1,Credit Card,Mobile,19,6,TRUE,13,4,12.56,0.86,11.7
ORD_001500-3,CUST_01500,8/19/2023,42,Male,Phoenix,Food,1,Debit Card,Mobile,11,6,TRUE,5,4,1.39,0.21,1.17
ORD_001500-4,CUST_01500,12/7/2023,42,Male,Phoenix,Electronics,3,Credit Card,Mobile,14,9,TRUE,6,4,30.11,11.06,79.28
ORD_001500-5,CUST_01500,12/25/2023,42,Male,Phoenix,Home & Garden,3,Credit Card,Mobile,14,15,TRUE,9,5,14.87,8.77,35.84
ORD_001501-1,CUST_01501,5/12/2023,44,Female,Dallas,Fashion,2,Debit Card,Tablet,14,15,FALSE,6,5,8.54,0,17.08
ORD_001502-1,CUST_01502,8/31/2023,28,Female,Chicago,Toys,3,Debit Card,Mobile,11,8,FALSE,4,5,10.04,6.34,23.77
ORD_001502-2,CUST_01502,9/22/2023,28,Female,Chicago,Home & Garden,5,Digital Wallet,Mobile,12,5,TRUE,7,5,14.28,0,71.42
ORD_001502-3,CUST_01502,10/7/2023,28,Female,Chicago,Sports,3,Credit Card,Mobile,17,9,TRUE,2,4,11.31,0,33.94
ORD_001503-1,CUST_01503,1/4/2023,25,Male,New York,Books,5,Debit Card,Desktop,19,7,FALSE,7,5,1.64,0.92,7.27
ORD_001503-2,CUST_01503,6/4/2023,25,Male,New York,Toys,4,Digital Wallet,Mobile,12,11,TRUE,4,5,4.65,2.25,16.36
ORD_001503-3,CUST_01503,8/18/2023,25,Male,New York,Fashion,5,Credit Card,Mobile,16,11,TRUE,6,3,9.29,0,46.47
ORD_001503-4,CUST_01503,8/24/2023,25,Male,New York,Fashion,3,Buy Now Pay Later,Desktop,16,5,TRUE,3,4,3.37,0,10.1
ORD_001503-5,CUST_01503,1/25/2024,25,Male,New York,Toys,1,Digital Wallet,Desktop,10,7,TRUE,12,5,5.27,0,5.27
ORD_001504-1,CUST_01504,4/17/2023,34,Female,Los Angeles,Electronics,3,Digital Wallet,Mobile,8,11,TRUE,6,5,54.84,0,164.52
ORD_001504-2,CUST_01504,6/6/2023,34,Female,Los Angeles,Beauty,2,Credit Card,Tablet,15,8,TRUE,10,5,4.23,0,8.47
ORD_001504-3,CUST_01504,9/10/2023,34,Female,Los Angeles,Food,3,Credit Card,Mobile,11,6,TRUE,4,5,1.24,0,3.72
ORD_001504-4,CUST_01504,10/27/2023,34,Female,Los Angeles,Sports,4,Credit Card,Mobile,19,7,TRUE,9,5,8.83,0,35.34
ORD_001504-5,CUST_01504,11/5/2023,34,Female,Los Angeles,Electronics,2,ACH Transfer,Mobile,17,4,TRUE,9,5,18.24,0,36.47
ORD_001504-6,CUST_01504,3/10/2024,34,Female,Los Angeles,Sports,3,Digital Wallet,Desktop,11,6,TRUE,3,4,21.3,11.62,52.27
ORD_001505-1,CUST_01505,7/21/2023,32,Female,San Diego,Fashion,2,Credit Card,Desktop,11,10,TRUE,12,2,9.31,0,18.61
ORD_001505-2,CUST_01505,8/8/2023,32,Female,San Diego,Electronics,4,Debit Card,Mobile,14,14,TRUE,10,4,71.23,42.37,242.54
ORD_001505-3,CUST_01505,9/29/2023,32,Female,San Diego,Beauty,5,Credit Card,Desktop,15,10,TRUE,4,4,1.89,0.83,8.61
ORD_001505-4,CUST_01505,2/15/2024,32,Female,San Diego,Books,4,Digital Wallet,Mobile,13,6,TRUE,4,4,1.49,0,5.94
ORD_001505-5,CUST_01505,3/17/2024,32,Female,San Diego,Home & Garden,5,Credit Card,Desktop,17,11,TRUE,8,4,30.55,0,152.76
ORD_001506-1,CUST_01506,3/20/2023,29,Male,Houston,Fashion,4,Debit Card,Desktop,11,10,FALSE,8,2,4.85,2.9,16.49
ORD_001506-2,CUST_01506,9/19/2023,29,Male,Houston,Toys,4,ACH Transfer,Tablet,19,9,TRUE,12,5,11.78,0,47.12
ORD_001506-3,CUST_01506,11/2/2023,29,Male,Houston,Fashion,4,Debit Card,Mobile,18,11,TRUE,3,3,12.29,2.94,46.24
ORD_001506-4,CUST_01506,11/19/2023,29,Male,Houston,Fashion,1,Debit Card,Mobile,16,9,TRUE,5,5,8.31,0.5,7.81
ORD_001506-5,CUST_01506,2/21/2024,29,Male,Houston,Toys,4,Debit Card,Mobile,6,6,TRUE,6,4,3.08,1.81,10.5
ORD_001507-1,CUST_01507,5/25/2023,43,Male,Chicago,Toys,4,Credit Card,Tablet,18,8,FALSE,5,4,4.88,1.72,17.81
ORD_001507-2,CUST_01507,10/23/2023,43,Male,Chicago,Electronics,1,Buy Now Pay Later,Mobile,17,11,TRUE,17,5,103.27,17.71,85.56
ORD_001507-3,CUST_01507,11/26/2023,43,Male,Chicago,Fashion,2,Credit Card,Desktop,17,10,TRUE,3,4,18.66,0,37.32
ORD_001508-1,CUST_01508,3/11/2023,46,Male,New York,Beauty,3,Credit Card,Desktop,19,12,FALSE,6,2,4.09,0,12.26
ORD_001508-2,CUST_01508,4/7/2023,46,Male,New York,Sports,3,Digital Wallet,Desktop,18,4,TRUE,5,4,5.15,0,15.44
ORD_001508-3,CUST_01508,4/8/2023,46,Male,New York,Sports,5,Buy Now Pay Later,Tablet,14,10,TRUE,4,3,7.13,0,35.63
ORD_001508-4,CUST_01508,5/30/2023,46,Male,New York,Food,4,Credit Card,Desktop,15,9,TRUE,4,2,1.83,1.45,5.87
ORD_001508-5,CUST_01508,6/6/2023,46,Male,New York,Toys,3,Credit Card,Mobile,7,9,TRUE,4,2,1.34,0,4.03
ORD_001508-6,CUST_01508,8/31/2023,46,Male,New York,Toys,4,Credit Card,Mobile,15,6,TRUE,5,4,3.36,1.58,11.87
ORD_001508-7,CUST_01508,10/27/2023,46,Male,New York,Sports,5,Digital Wallet,Mobile,15,10,TRUE,3,5,7.67,6.55,31.8
ORD_001508-8,CUST_01508,12/25/2023,46,Male,New York,Electronics,2,Digital Wallet,Desktop,12,8,TRUE,4,2,192.36,0,384.71
ORD_001509-1,CUST_01509,3/12/2023,36,Female,Chicago,Electronics,3,Digital Wallet,Desktop,16,13,TRUE,6,4,113.04,0,339.12
ORD_001509-2,CUST_01509,3/19/2023,36,Female,Chicago,Home & Garden,1,Debit Card,Desktop,10,8,TRUE,3,5,40.54,0,40.54
ORD_001509-3,CUST_01509,6/1/2023,36,Female,Chicago,Toys,1,Debit Card,Mobile,14,10,TRUE,3,4,3.84,0,3.84
ORD_001509-4,CUST_01509,7/10/2023,36,Female,Chicago,Toys,5,Digital Wallet,Mobile,11,8,TRUE,1,1,7.73,0,38.63
ORD_001509-5,CUST_01509,8/7/2023,36,Female,Chicago,Toys,2,Debit Card,Mobile,12,9,TRUE,9,4,6.06,0,12.12
ORD_001509-6,CUST_01509,10/3/2023,36,Female,Chicago,Food,1,Debit Card,Tablet,21,8,TRUE,5,3,5.6,0,5.6
ORD_001509-7,CUST_01509,2/15/2024,36,Female,Chicago,Sports,5,Credit Card,Mobile,11,9,TRUE,3,5,42.09,33,177.44
ORD_001509-8,CUST_01509,2/22/2024,36,Female,Chicago,Electronics,2,Credit Card,Mobile,16,9,TRUE,8,3,20.99,6.24,35.74
ORD_001509-9,CUST_01509,3/2/2024,36,Female,Chicago,Toys,1,Debit Card,Mobile,12,10,TRUE,3,3,5.92,1.11,4.81
ORD_001510-1,CUST_01510,5/31/2023,52,Female,Los Angeles,Fashion,2,Credit Card,Mobile,14,8,TRUE,7,4,5.02,0,10.04
ORD_001510-2,CUST_01510,12/3/2023,52,Female,Los Angeles,Fashion,3,Digital Wallet,Tablet,18,6,TRUE,11,3,8.72,1.42,24.75
ORD_001511-1,CUST_01511,3/3/2023,21,Female,Dallas,Beauty,2,Credit Card,Tablet,18,9,FALSE,11,3,3.13,1.27,5
ORD_001511-2,CUST_01511,7/18/2023,21,Female,Dallas,Sports,1,Credit Card,Mobile,15,8,TRUE,6,5,8.84,0,8.84
ORD_001511-3,CUST_01511,11/10/2023,21,Female,Dallas,Home & Garden,5,ACH Transfer,Desktop,15,12,TRUE,5,3,88.1,0,440.51
ORD_001511-4,CUST_01511,2/3/2024,21,Female,Dallas,Fashion,4,Debit Card,Mobile,21,14,TRUE,4,4,12.96,8.8,43.05
ORD_001511-5,CUST_01511,2/7/2024,21,Female,Dallas,Toys,3,Credit Card,Mobile,18,10,TRUE,9,1,2.37,0,7.11
ORD_001511-6,CUST_01511,3/2/2024,21,Female,Dallas,Home & Garden,2,Credit Card,Mobile,14,8,TRUE,6,2,10.56,1.27,19.85
ORD_001511-7,CUST_01511,3/13/2024,21,Female,Dallas,Beauty,4,Digital Wallet,Desktop,17,6,TRUE,5,5,2.01,1.1,6.95
ORD_001511-8,CUST_01511,3/13/2024,21,Female,Dallas,Sports,2,Credit Card,Desktop,11,4,TRUE,5,5,11.3,2.1,20.5
ORD_001512-1,CUST_01512,6/6/2023,32,Female,San Diego,Books,3,Digital Wallet,Mobile,14,10,TRUE,8,3,1.46,0,4.38
ORD_001512-2,CUST_01512,7/27/2023,32,Female,San Diego,Beauty,3,Debit Card,Mobile,13,8,TRUE,5,5,0.9,0,2.71
ORD_001513-1,CUST_01513,1/12/2023,26,Male,New York,Books,2,Buy Now Pay Later,Mobile,15,7,TRUE,3,4,2.25,0.73,3.76
ORD_001513-2,CUST_01513,1/25/2023,26,Male,New York,Sports,5,Digital Wallet,Mobile,14,7,TRUE,11,4,8.15,0,40.77
ORD_001513-3,CUST_01513,4/19/2023,26,Male,New York,Electronics,1,Credit Card,Desktop,18,6,TRUE,3,4,14.13,0,14.13
ORD_001513-4,CUST_01513,8/19/2023,26,Male,New York,Sports,2,Digital Wallet,Mobile,15,9,TRUE,9,3,11.84,2.08,21.6
ORD_001513-5,CUST_01513,10/26/2023,26,Male,New York,Beauty,1,Credit Card,Mobile,15,9,TRUE,3,5,0.93,0,0.93
ORD_001513-6,CUST_01513,11/9/2023,26,Male,New York,Electronics,1,Digital Wallet,Mobile,11,8,TRUE,8,3,85.4,5.91,79.49
ORD_001513-7,CUST_01513,12/6/2023,26,Male,New York,Electronics,4,Debit Card,Desktop,10,8,TRUE,7,2,61.19,0,244.78
ORD_001513-8,CUST_01513,12/7/2023,26,Male,New York,Beauty,1,Debit Card,Mobile,16,7,TRUE,4,5,5.42,0,5.42
ORD_001514-1,CUST_01514,6/12/2023,18,Male,Chicago,Home & Garden,2,Buy Now Pay Later,Mobile,9,7,TRUE,3,4,8.22,0.89,15.55
ORD_001514-2,CUST_01514,7/23/2023,18,Male,Chicago,Beauty,1,Digital Wallet,Mobile,14,13,TRUE,6,3,8.26,1.74,6.52
ORD_001515-1,CUST_01515,6/2/2023,34,Male,New York,Books,3,ACH Transfer,Mobile,13,10,TRUE,3,3,0.75,0,2.25
ORD_001515-2,CUST_01515,7/12/2023,34,Male,New York,Fashion,2,Credit Card,Mobile,17,6,TRUE,9,5,17.06,0,34.12
ORD_001516-1,CUST_01516,3/11/2023,33,Female,Chicago,Home & Garden,5,Credit Card,Mobile,18,6,TRUE,2,5,61.93,52.76,256.91
ORD_001517-1,CUST_01517,1/29/2023,53,Female,San Diego,Electronics,2,Credit Card,Mobile,13,8,TRUE,5,5,61.52,13.51,109.52
ORD_001517-2,CUST_01517,3/13/2023,53,Female,San Diego,Books,5,Credit Card,Desktop,14,10,TRUE,5,4,2.05,0.58,9.69
ORD_001517-3,CUST_01517,11/26/2023,53,Female,San Diego,Beauty,4,Credit Card,Tablet,17,9,TRUE,10,5,3.35,0,13.39
ORD_001517-4,CUST_01517,12/16/2023,53,Female,San Diego,Fashion,1,ACH Transfer,Mobile,13,12,TRUE,3,4,11.11,0,11.11
ORD_001517-5,CUST_01517,2/16/2024,53,Female,San Diego,Sports,3,ACH Transfer,Mobile,12,7,TRUE,3,5,7.39,0,22.18
ORD_001518-1,CUST_01518,1/10/2023,42,Male,Houston,Sports,5,Credit Card,Desktop,21,8,TRUE,2,3,6.92,0,34.6
ORD_001518-2,CUST_01518,5/23/2023,42,Male,Houston,Home & Garden,5,Credit Card,Desktop,12,6,TRUE,4,5,6.91,2.23,32.34
ORD_001518-3,CUST_01518,6/20/2023,42,Male,Houston,Fashion,2,Debit Card,Tablet,14,9,TRUE,4,3,2.87,0.57,5.17
ORD_001518-4,CUST_01518,8/2/2023,42,Male,Houston,Beauty,5,Digital Wallet,Mobile,21,6,TRUE,3,4,5.51,1.9,25.65
ORD_001518-5,CUST_01518,1/6/2024,42,Male,Houston,Beauty,4,Credit Card,Mobile,14,6,TRUE,12,1,3.77,1.81,13.26
ORD_001518-6,CUST_01518,1/30/2024,42,Male,Houston,Electronics,2,Credit Card,Desktop,12,6,TRUE,14,3,37.76,12.93,62.59
ORD_001519-1,CUST_01519,2/2/2023,22,Female,Los Angeles,Beauty,5,Buy Now Pay Later,Desktop,17,7,FALSE,9,3,2.37,0,11.83
ORD_001520-1,CUST_01520,10/13/2023,57,Male,New York,Sports,5,Credit Card,Mobile,10,11,FALSE,6,2,38.71,37.6,155.93
ORD_001520-2,CUST_01520,11/8/2023,57,Male,New York,Toys,2,Debit Card,Mobile,17,4,TRUE,3,5,2.61,0,5.21
ORD_001520-3,CUST_01520,12/7/2023,57,Male,New York,Beauty,5,Credit Card,Mobile,16,11,TRUE,4,3,3.33,2.42,14.22
ORD_001521-1,CUST_01521,1/5/2023,49,Male,San Antonio,Food,5,ACH Transfer,Mobile,18,8,FALSE,6,4,3.35,0,16.76
ORD_001521-2,CUST_01521,1/31/2023,49,Male,San Antonio,Toys,4,Credit Card,Tablet,13,11,TRUE,3,3,1.38,0,5.54
ORD_001521-3,CUST_01521,11/16/2023,49,Male,San Antonio,Books,1,Credit Card,Mobile,10,9,TRUE,7,2,2.79,0,2.79
ORD_001522-1,CUST_01522,3/1/2023,41,Male,Phoenix,Beauty,2,Digital Wallet,Mobile,13,12,FALSE,14,5,1.06,0,2.12
ORD_001522-2,CUST_01522,9/8/2023,41,Male,Phoenix,Fashion,3,ACH Transfer,Desktop,19,6,TRUE,2,2,8.97,0,26.9
ORD_001522-3,CUST_01522,12/30/2023,41,Male,Phoenix,Electronics,5,Digital Wallet,Desktop,12,11,TRUE,4,5,40.44,0,202.21
ORD_001523-1,CUST_01523,1/4/2023,32,Male,Chicago,Sports,2,Credit Card,Desktop,14,10,TRUE,11,3,9.37,0,18.74
ORD_001523-2,CUST_01523,6/19/2023,32,Male,Chicago,Books,5,Credit Card,Mobile,13,12,TRUE,7,4,0.86,0,4.28
ORD_001523-3,CUST_01523,6/21/2023,32,Male,Chicago,Toys,3,Debit Card,Mobile,15,14,TRUE,6,5,8.75,1.56,24.68
ORD_001523-4,CUST_01523,6/25/2023,32,Male,Chicago,Sports,2,Digital Wallet,Mobile,12,10,TRUE,7,3,16.69,0,33.37
ORD_001523-5,CUST_01523,7/6/2023,32,Male,Chicago,Food,3,Digital Wallet,Mobile,9,6,TRUE,9,2,3.7,0,11.11
ORD_001523-6,CUST_01523,7/15/2023,32,Male,Chicago,Books,2,Digital Wallet,Mobile,18,10,TRUE,5,2,1.25,0,2.5
ORD_001523-7,CUST_01523,11/30/2023,32,Male,Chicago,Home & Garden,2,ACH Transfer,Desktop,15,8,TRUE,3,3,7.96,0,15.92
ORD_001523-8,CUST_01523,1/25/2024,32,Male,Chicago,Food,4,Digital Wallet,Tablet,17,10,TRUE,10,5,4.63,3.17,15.35
ORD_001523-9,CUST_01523,2/7/2024,32,Male,Chicago,Electronics,2,Credit Card,Desktop,18,7,TRUE,10,1,22.38,0,44.76
ORD_001524-1,CUST_01524,3/17/2023,23,Male,New York,Fashion,2,Digital Wallet,Tablet,16,5,TRUE,7,5,15.27,0,30.54
ORD_001524-2,CUST_01524,6/20/2023,23,Male,New York,Fashion,5,Digital Wallet,Mobile,16,11,TRUE,5,5,7.81,0,39.04
ORD_001524-3,CUST_01524,8/11/2023,23,Male,New York,Food,3,ACH Transfer,Mobile,14,10,TRUE,24,5,0.76,0.29,2
ORD_001524-4,CUST_01524,11/23/2023,23,Male,New York,Electronics,4,Buy Now Pay Later,Mobile,13,6,TRUE,11,3,10.9,0,43.62
ORD_001525-1,CUST_01525,5/12/2023,30,Male,Los Angeles,Fashion,1,Debit Card,Desktop,18,10,TRUE,2,5,6.38,1.37,5.02
ORD_001526-1,CUST_01526,8/20/2023,48,Male,Dallas,Fashion,2,Credit Card,Mobile,12,7,FALSE,14,3,14.96,3.72,26.21
ORD_001527-1,CUST_01527,1/14/2023,57,Male,Houston,Toys,1,Credit Card,Mobile,14,6,FALSE,7,3,5.46,0,5.46
ORD_001527-2,CUST_01527,5/25/2023,57,Male,Houston,Electronics,4,Buy Now Pay Later,Mobile,14,10,TRUE,7,4,126.7,31.46,475.33
ORD_001527-3,CUST_01527,7/25/2023,57,Male,Houston,Electronics,4,Debit Card,Mobile,12,7,TRUE,5,5,32.27,0,129.09
ORD_001527-4,CUST_01527,1/15/2024,57,Male,Houston,Toys,1,Debit Card,Tablet,15,8,TRUE,7,4,4.26,0.51,3.75
ORD_001527-5,CUST_01527,2/13/2024,57,Male,Houston,Books,5,Credit Card,Desktop,12,8,TRUE,13,5,0.77,0,3.87
ORD_001528-1,CUST_01528,1/5/2024,53,Female,Chicago,Toys,5,Credit Card,Mobile,14,10,TRUE,4,3,8.11,4.43,36.14
ORD_001529-1,CUST_01529,1/12/2023,29,Male,Houston,Sports,2,ACH Transfer,Mobile,17,6,TRUE,10,5,2.2,0,4.4
ORD_001529-2,CUST_01529,5/18/2023,29,Male,Houston,Home & Garden,1,Digital Wallet,Mobile,11,9,TRUE,12,4,19.22,0,19.22
ORD_001529-3,CUST_01529,11/4/2023,29,Male,Houston,Fashion,3,Debit Card,Tablet,13,9,TRUE,5,5,8.37,0,25.11
ORD_001530-1,CUST_01530,6/18/2023,21,Female,Philadelphia,Books,2,Credit Card,Mobile,12,11,TRUE,4,5,1.95,0.38,3.52
ORD_001531-1,CUST_01531,7/11/2023,36,Male,Los Angeles,Beauty,4,Debit Card,Desktop,15,12,FALSE,4,1,3.19,1.33,11.44
ORD_001531-2,CUST_01531,8/17/2023,36,Male,Los Angeles,Books,5,Digital Wallet,Mobile,20,8,TRUE,6,4,0.74,0.34,3.37
ORD_001531-3,CUST_01531,8/25/2023,36,Male,Los Angeles,Beauty,1,Digital Wallet,Mobile,16,9,TRUE,7,4,3.37,0,3.37
ORD_001532-1,CUST_01532,4/2/2023,18,Male,New York,Home & Garden,1,Debit Card,Tablet,16,7,FALSE,5,4,24.48,0,24.48
ORD_001532-2,CUST_01532,11/24/2023,18,Male,New York,Books,1,Credit Card,Mobile,12,12,TRUE,2,3,2.13,0,2.13
ORD_001533-1,CUST_01533,4/14/2023,38,Male,Houston,Fashion,5,Debit Card,Desktop,15,11,FALSE,9,4,6.38,0,31.9
ORD_001533-2,CUST_01533,10/11/2023,38,Male,Houston,Food,1,Debit Card,Desktop,21,9,TRUE,4,5,1.83,0,1.83
ORD_001533-3,CUST_01533,3/19/2024,38,Male,Houston,Home & Garden,3,Digital Wallet,Mobile,13,6,TRUE,11,4,19.26,0,57.77
ORD_001534-1,CUST_01534,3/9/2024,33,Male,Phoenix,Sports,3,Buy Now Pay Later,Tablet,19,7,TRUE,14,4,8.26,0,24.78
ORD_001535-1,CUST_01535,6/5/2023,29,Female,Philadelphia,Toys,5,Digital Wallet,Mobile,15,10,FALSE,8,4,6.18,0,30.9
ORD_001535-2,CUST_01535,7/16/2023,29,Female,Philadelphia,Home & Garden,3,Credit Card,Desktop,10,12,TRUE,6,2,17.22,0,51.66
ORD_001535-3,CUST_01535,12/8/2023,29,Female,Philadelphia,Home & Garden,3,Digital Wallet,Mobile,13,8,TRUE,3,3,13.47,5.08,35.35
ORD_001536-1,CUST_01536,3/30/2023,18,Male,San Diego,Home & Garden,5,Credit Card,Desktop,18,13,FALSE,7,1,44.38,37.88,184
ORD_001536-2,CUST_01536,4/27/2023,18,Male,San Diego,Beauty,1,Credit Card,Mobile,16,8,TRUE,3,3,5.69,0,5.69
ORD_001537-1,CUST_01537,6/11/2023,41,Female,Los Angeles,Beauty,3,Debit Card,Desktop,18,10,TRUE,9,2,0.98,0,2.95
ORD_001537-2,CUST_01537,7/20/2023,41,Female,Los Angeles,Electronics,4,Credit Card,Desktop,15,9,TRUE,6,5,88.84,0,355.35
ORD_001537-3,CUST_01537,10/1/2023,41,Female,Los Angeles,Beauty,5,Debit Card,Desktop,17,10,TRUE,7,4,1.7,0,8.48
ORD_001537-4,CUST_01537,11/13/2023,41,Female,Los Angeles,Fashion,2,Credit Card,Tablet,19,12,TRUE,5,5,9.29,0,18.59
ORD_001537-5,CUST_01537,11/14/2023,41,Female,Los Angeles,Toys,5,Debit Card,Mobile,15,7,TRUE,7,3,2.03,1.04,9.1
ORD_001537-6,CUST_01537,3/18/2024,41,Female,Los Angeles,Toys,5,Debit Card,Mobile,19,5,TRUE,7,3,7.79,0,38.97
ORD_001538-1,CUST_01538,5/17/2023,28,Female,New York,Fashion,2,Credit Card,Desktop,11,8,TRUE,3,5,11.16,0,22.32
ORD_001538-2,CUST_01538,5/26/2023,28,Female,New York,Books,5,Digital Wallet,Mobile,13,10,TRUE,9,3,1.05,0.32,4.95
ORD_001538-3,CUST_01538,7/5/2023,28,Female,New York,Fashion,1,Digital Wallet,Mobile,17,4,TRUE,12,1,22.87,4.41,18.45
ORD_001538-4,CUST_01538,10/28/2023,28,Female,New York,Food,1,Credit Card,Desktop,16,11,TRUE,5,4,1.2,0,1.2
ORD_001538-5,CUST_01538,11/16/2023,28,Female,New York,Toys,2,Digital Wallet,Desktop,14,11,TRUE,7,5,1.9,0,3.79
ORD_001538-6,CUST_01538,11/27/2023,28,Female,New York,Fashion,2,Debit Card,Mobile,20,11,TRUE,2,5,7.7,0,15.41
ORD_001538-7,CUST_01538,12/6/2023,28,Female,New York,Toys,4,Debit Card,Mobile,14,8,TRUE,5,4,4.43,0,17.73
ORD_001538-8,CUST_01538,1/1/2024,28,Female,New York,Home & Garden,4,Debit Card,Mobile,17,12,TRUE,9,5,22.34,0,89.37
ORD_001538-9,CUST_01538,2/10/2024,28,Female,New York,Beauty,4,Debit Card,Mobile,13,9,TRUE,2,4,4.98,3.23,16.7
ORD_001539-1,CUST_01539,2/13/2023,20,Female,Dallas,Toys,4,Digital Wallet,Mobile,17,8,TRUE,7,3,0.94,0,3.76
ORD_001539-2,CUST_01539,5/11/2023,20,Female,Dallas,Beauty,1,Credit Card,Mobile,16,9,TRUE,5,3,1.8,0,1.8
ORD_001540-1,CUST_01540,5/1/2023,18,Female,Chicago,Electronics,5,Digital Wallet,Tablet,20,12,FALSE,10,5,59.71,0,298.56
ORD_001541-1,CUST_01541,3/17/2023,34,Female,Phoenix,Electronics,2,Credit Card,Mobile,16,9,TRUE,8,5,40.41,0,80.83
ORD_001542-1,CUST_01542,7/21/2023,56,Male,Phoenix,Home & Garden,5,Debit Card,Mobile,13,9,TRUE,2,3,4.29,0,21.46
ORD_001542-2,CUST_01542,10/19/2023,56,Male,Phoenix,Food,4,Debit Card,Mobile,12,9,TRUE,6,3,6.32,0,25.28
